,tweet,sentiment
3042,"""retweet: @geekmum ...""""What do you say we all vote for McCain as Miss Congeniality?!!!"""" great idea! #tweetdebate""",positive
3043,"""#joshuaduffy McCain is telling the truth, Obama doesn't know the truth. #current""",negative
3044,"""McCain likes to name drop, declare that he knows everyone, and tell stories. Yawn. #current""",negative
3045,OK so which campaign is going to scream the loudest that they won?  And how can we cut through the spin? #debate08 #current,negative
3046,#current Watching the folk on Twitter say how *clearly* the candidate they like best won the debate. :D,negative
3047,"""#debate: obama gana puntos en economÃƒÂ­a, rusia. Pero en el aspecto de seguridad, ambos candidatos ignoraron a AmÃƒÂ©rica Latina #current""",negative
3048,"""@monaism father geppetto hee hee, good call #current""",neutral
3049,#debate08 LOL @ alpha_park,negative
3050,still drinking for the same words in the commentary? is this round 2? oh snap. apprec referrals to the heaviest drinking channels #debate08,negative
3051,anyone else notice they're both lefties? #debate08,negative
3052,"""#debate08 and like that i'm out for friday night, but thanks for making it interesting @election.twitter.com""",neutral
3053,"""Obama Comm Dir Robert Gibbs is doing a great job of sticking to game plan: when you get stumped on a question, just blame Bush #debate08""",negative
3054,@bjlayland telling the truth about what? how he uses his POW status yet isn't doing anything to help current vets? disabled vets? #current,negative
3055,#debate08 both did ok- no home run for anyone-- biggest problem is debate format-- sets up typical rhetoric,negative
3056,watching the debate and the #debate08 twitter commentary about it at the same time is an interesting (and very amusing) experience,negative
3057,#debate08 Cindy McCain as a real Caprica Six? Just sayin...,negative
3058,"""Debate wrap-up: MSNBC, NBC, in the Obama tank.  Fox, McCain.  CNN, ABC showing some objectivity.  #current #debate08""",positive
3059,McCain - FTW!!! #debate08,negative
3060,"""@janoss -no, but - politically speaking - it was good to see that Rove was absent""",negative
3061,"""stats say Obama 44, McCain 22? People of substance FTW! #current""",negative
3062,Deletionpedia? #InfoMedia LOVE LOVE LOVE #current,negative
3063,Did the Fox news commentators and I just watch the same debate? #debate08,negative
3064,"""#debate08 @EndTheRoboCalls, heh, that's why he appointed a woman whose FP exprience is seeing Russia from her shore?""",negative
3065,"""I knew he would bring up his POW experience.  No disrespect,  but if that is all it takes, there's plenty of POW's in Guantanamo. #current""",negative
3066,"""Breaking news: McCain campaign thinks he won #debate08. So far Obama has not yet declared victory, but that's surely coming.""",neutral
3067,"""#debate08 why do US americans see everything as a sport? It's like the Debate was a match, live is much more analogue and organic than that""",negative
3068,"""#debate08 Obama got first question, McCain all other 7""",negative
3069,#current HEY JIM I AM OVER HERE. please look at me when you talk.,negative
3070,"""McCain very firm and strong.. Obama say """"john is right""""... Bennet CNN #current #debate08""",negative
3071,#debate08 It was a total draw. I felt no more or less supportive of either of them after all of that.,negative
3072,there was the last one 2nd place presidential candidate - John Kerry #debate08,negative
3073,@Flap lol your conclusions amuse me #debate08,positive
3074,Did anyone switch sides? I know I didn't - #debate08,negative
3075,"""CIRAME   #debate08 Debate Winners------McCain,General David Petraeus and Nuclear Waste.""",negative
3076,"""Ah well, first debate behind us.  Can't wait for President Palin next week. #debate08""",negative
3077,"""@Marti_L Keep in mind, the GOP people thought McCain would """"clobber"""" Obama. Obama was able to keep up. #debate08""",positive
3078,"""#debate08 Yeah, why is it Biden vs. Guilani in the NBC after shock?""",negative
3079,"""Fox calls it for McCain! In other news, snow is cold! #debate08""",negative
3080,"""@BarbaraKB Who ever claimed that? Watching #current is good, I saw debate on ABC""",positive
3081,#debate08 The CNN talking heads seem to give an edge to Obama. I'm not so sure. I thought Obama needed a knockout punch. Didn't happen.,negative
3082,commentator can't quote a line: that's cuz he wasn't tweeting!  spending orgy was my fave; you?  #current,negative
3083,Bring on the spin #Debate08,negative
3084,"""Even after 40 minutes on the topic, I still didn't get the sense of gravitas necessary for the debt crisis. #current""",negative
3085,"""Peace-out 4'sho, this time.  ParandimeX  is out<----completely narcisistic, lol #current""",negative
3086,"""#debate08 """"Experience vs. Judgement"""". I want the next President to have AND USE better judgement. It's obvious to me that our gov't...""",negative
3087,You mean the washed up and discredited Bill Bennett? #current,negative
3088,Joe Biden is responding on NBC... Wonder if the Reps will risk putting Palin on? #current,negative
3089,"""The LHC may not have sucked the world into a black hole, but I'm less assured of the result when Palin debates next week #tweetdebate""",negative
3090,"""#current Guess you gotta watch one of the big 3 for the big interviews. Biden on NBC. """"John has no notion what to do now surge is over.""""""",negative
3091,#debate08 listening to wrap up,neutral
3092,"""McCain has more knowledge on international issues, but I'm still voting for Obama. #current""",neutral
3093,"""#debate08 Obama needs to focus on a single message - he raised to many good points. Keep it simple, keep it repetitive.  Marketing sells.""",negative
3094,"""Ok, Harold Ford coming on.  Time to stop watching and make a drink.  TGIF!  #debate08""",negative
3095,"""#debate08 For a debate in McCain's """"wheelhouse,"""" it's really bizarre that McCain couldn't look his opponent in the eye.  Bizarre.""",negative
3096,"""#debate08 Biden vs. Guilani in the NBC after shock - where is Palin?... Palin declined, and the GOP offered Guilani.""",negative
3097,"""#debate08 #current Barr:""""...it calls for more transparency.""""""",negative
3098,"""#debate08 i guess i'm the only one in the bar who wants to hear the silver fox's opinion--don't let them silence you, coop!!""",neutral
3099,@israelpattison declared Obama as the Nov. 4th winner that is #debate08,positive
3100,We need to identify differences and then have them debate very specific issues #current,positive
3101,"""I don't think there was a clear winner,I think each persons personal opinion will dictate who they think the won #current #tweetdebate""",negative
3102,"""#debate08 is the place to be. twitter's made the leap, its more irc now than blog.""",negative
3103,"""""""Post Debate wrap-up 1am on MSNBC with Rachel Maddow #current""""""",positive
3104,I love how people are already misquoting the candidates #Debate08,negative
3105,"""Okay, I love Major Garrett. Casablanca reference!!! """"Shocked"""" #debate #current Now... time for http://www.citizensugar.com/2095396""",positive
3106,@israelpattison McCain declared for McCain before I woke up this morning. #debate08,negative
3107,@Condoulo my sense tells me you desperate like McCain and just attacking Obama,negative
3108,"""#current Guilliani """"Sen O made it clear that he was going to be a big spender. McCain had aggressive program for cutting spending.""""""",negative
3109,#debate08 Giuliani over Palin for post debate spin?  Good call GOP.,negative
3110,@lfamous I tweeted earlier that I was looking for the fact check back channel. That would be even better. #current #debate08,neutral
3111,@Populista It wasn't just you. #debate08,negative
3112,#debate08 #current Russian television is here interviewing Bob Barr ... cool...,neutral
3113,Alex Castellanos: a tie is a win for McCain (spin spin sugar!) #current,negative
3114,"""#debate08 Okay Twitter. Most of you have your candidate. There is a spectrum, it is not merely just awful-or-awesome!""",neutral
3115,"""Pundit on NPR just called #debate08 """"best... debate... ever...""""""",positive
3116,@MercuryMetro He's obviously very intimidated by Barack. #current,negative
3117,"""Obama needs to be more direct. I agree. So what's up Boone wanting us to all go over and discuss his """"plan?"""" #current""",negative
3118,"""Obama, mention in regard to McCain's """"war on earmarks"""": Earmarks make up less than 1% of federal budget http://xrl.us/osagt  #debate08""",positive
3119,Am I the only one surprised that McCain mentioned he was a POW just once? #tweetdebate,negative
3120,@stevenfoley I think us Obamanauts are wondering what debate he lost? #debate08,negative
3121,"""where is Palin?  You're kidding me, right?  um, duh!  #debate08""",negative
3122,"""Defining phrase for McCain """"you don't understand"""" #current #debate08""",positive
3123,"""Nicole Wallace on CBS: Sen. Obama had, """"Ill-informed and wrong ideas"""" and """"A spending freeze is a good idea"""". Uh... #current""",negative
3124,I don't think the GOP DOES hate Mr. Clinton. #debate08,negative
3125,@martinbowling @current TV distinguishing itself by mashing TV & web. Debate good example :),negative
3126,Don't acquit McCain's anger with energy #debate08,positive
3127,rt @ObamaNews: DEBATE REALITY CHECK: FACTCHECK ON COMMITTEE HEARINGS http://tinyurl.com/4ve7f2 #debate08 #current #tweetdebate,negative
3128,"""Obama refers to McCain's absurd singing of """"Bomb, bomb, bomb, Bomb Bomb Iran"""" (to tune of Barbara Ann by Beach Boys). #debate08""",positive
3129,twHILLARY> I don't think the GOP DOES hate Mr. Clinton. #debate08 http://tinyurl.com/42hqk4,negative
3130,: #debate08 McCain reminded of us that he was alive during the Civil War. Obama reminded us that he's smart.,negative
3131,"""#debate08 NBC interviewed Biden for Obama, then Giuliani for McCain. Where in the hell is Palin???""",negative
3132,"""funny me-too from obama """"i have a bracelet!"""" #tweetdebate""",positive
3133,#debate08 - CNN - it worked! That audience response monitor put me to sleep.  Woke up during the babbling post-debate analysis.,negative
3134,"""My wife says """"McCain is a behind""""  get it #current #debate08""",negative
